レコード番号,手配,納品先名,受注番号_行,商品コ－ド,才数,才数2,数量,才数計,計算,出荷日,納品日,出荷数計,運送便コード
79575,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244202_1,NTKAT-07-MP11,0.8,0,1,0.8,2026/1/7,2026/1/7,2026/1/8,,1S
79576,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V237661_3,NANS-L1C-G2M11,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
79577,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209791_3,NANS-B1C-G2E21,5.6,0,1,5.6,2026/1/7,2026/1/7,2026/1/8,,1S
79578,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209151_6,NANS-L1C-G2Q61,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
79579,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209151_1,NANS-L1C-G2Q61,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
79580,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209142_8,NANS-L1C-G2Q61,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
79581,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209091_7,NANS-L1C-G2E21,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
79582,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V207041_6,NTKGH-R2112-MT12,32.2,0,1,32.2,2026/1/7,2026/1/7,2026/1/8,,1S
79583,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206932_5,MG-55LKW35N3,19.9,0,1,19.9,2026/1/7,2026/1/7,2026/1/8,,1S
79584,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206862_7,MGE-N65E23W09NN,21.4,0,1,21.4,2026/1/7,2026/1/7,2026/1/8,,1S
79585,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206541_7,NANS-L1C-G21S1,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
79586,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206541_1,NANS-L1C-G21S1,7.4,0,1,7.4,2026/1/7,2026/1/7,2026/1/8,,1S
79587,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206411_2,NAN-S1C-G21S1,3.6,0,1,3.6,2026/1/7,2026/1/7,2026/1/8,,1S
79588,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206401_6,NAN-S1C-G21S1,3.6,0,1,3.6,2026/1/7,2026/1/7,2026/1/8,,1S
79589,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206361_8,MVR-7M-W05LJB61,12.4,0,1,12.4,2026/1/7,2026/1/7,2026/1/8,,1S
79590,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206292_1,CE-51W05H1NB6,3.7,0,1,3.7,2026/1/7,2026/1/7,2026/1/8,,1S
79591,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206262_7,CE-15W25D,14.1,0,1,14.1,2026/1/7,2026/1/7,2026/1/8,,1S
79592,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V254852_3,XYW-BWSS12K9C2F,2.7,0,1,2.7,2026/1/22,2026/1/22,2026/1/23,,1S
79593,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V253941_1,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/19,2026/1/19,2026/1/20,,1S
79594,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V252612_4,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/19,2026/1/19,2026/1/20,,1S
79595,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251171_8,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/1/19,2026/1/19,2026/1/20,,1S
79596,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251121_2,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/19,2026/1/19,2026/1/20,,1S
79597,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249231_5,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/19,2026/1/19,2026/1/20,,1S
79598,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246271_5,XYR-BWSS21K9C2F,9.1,0,1,9.1,2026/1/9,2026/1/9,2026/1/13,,1S
79599,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246261_8,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/1/9,2026/1/9,2026/1/13,,1S
79600,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V245411_3,NANS-L1C-G29G1,7.4,0,1,7.4,2026/1/9,2026/1/9,2026/1/13,,1S
79601,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242671_8,XY-BWSCOXXN1L6,7,0,1,7,2026/1/9,2026/1/9,2026/1/13,,1S
79602,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242671_6,XY-BWSCOXXN1L6,7,0,1,7,2026/1/9,2026/1/9,2026/1/13,,1S
79603,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242671_5,XY-BWSCOXXN1L6,7,0,1,7,2026/1/9,2026/1/9,2026/1/13,,1S
79604,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244661_5,XYS-BWSSS18K912F,8.3,0,1,8.3,2026/1/23,2026/1/23,2026/1/26,,1S
79605,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244661_3,XYS-BWSSS18K912F,8.3,0,1,8.3,2026/1/23,2026/1/23,2026/1/26,,1S
79606,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V239531_1,W40T-KW3612G-WF51,8.2,0,1,8.2,2026/1/23,2026/1/23,2026/1/26,,1S
79607,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230031_7,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
79608,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230031_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/9,2026/1/9,2026/1/13,,1S
79609,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209461_9,XYS-BWSSS21K9C2F,9.7,0,1,9.7,2026/1/9,2026/1/9,2026/1/13,,1S
79610,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209461_1,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/9,2026/1/9,2026/1/13,,1S
79611,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209451_6,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/9,2026/1/9,2026/1/13,,1S
79612,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V258881_4,NT-155W31,6.9,0,1,6.9,2026/2/2,2026/2/2,2026/2/3,,1S
79613,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249631_7,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/28,2026/1/28,2026/1/29,,1S
79614,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249081_4,XY-BWSCSN*,1,0,2,2,2026/1/28,2026/1/28,2026/1/29,,1S
79615,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249081_1,XY-BWSCSN*,1,0,2,2,2026/1/28,2026/1/28,2026/1/29,,1S
79616,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256352_3,CNS-120BRCV0ML,1.5,0,1,1.5,2026/2/2,2026/2/2,2026/2/3,,1S
79617,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256302_7,XY-BWSCT03MN1,2.1,0,1,2.1,2026/2/2,2026/2/2,2026/2/3,,1S
79618,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256241_6,CNS-120WW21VZQ5,7.9,0,2,15.8,2026/2/2,2026/2/2,2026/2/3,,1S
79619,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256241_3,CNF-120WW21NN,0.6,0,2,1.2,2026/2/2,2026/2/2,2026/2/3,,1S
79620,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V256241_2,CNA-1253W21VZQ5,3,0,1,3,2026/2/2,2026/2/2,2026/2/3,,1S
79621,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V255851_1,NT-92W79N3,12.5,0,1,12.5,2026/2/2,2026/2/2,2026/2/3,,1S
79622,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251993_1,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/2/2,2026/2/2,2026/2/3,,1S
79623,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251202_2,XYS-BWSSS21K912F,9.7,0,1,9.7,2026/2/2,2026/2/2,2026/2/3,,1S
79624,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V251181_2,XYB-BWSSS21MN1F,12.8,0,1,12.8,2026/2/2,2026/2/2,2026/2/3,,1S
79625,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250252_4,XY-BWSCOXXN15H,7,0,1,7,2026/2/2,2026/2/2,2026/2/3,,1S
79626,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230271_6,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/28,2026/1/28,2026/1/29,,1S
79627,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230271_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/28,2026/1/28,2026/1/29,,1S
79628,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230271_3,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/28,2026/1/28,2026/1/29,,1S
79629,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230331_9,NAN-S1C-G2E21,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
79630,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230331_6,NAN-S1C-G2E21,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
79631,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230331_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
79632,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228761_6,NAN-S1C-G2M11,3.6,0,1,3.6,2026/2/2,2026/2/2,2026/2/3,,1S
79633,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250932_3,MGW-220CDW05N3,5.8,0,1,5.8,2026/1/21,2026/1/21,2026/1/22,,1S
79634,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250923_6,MG-7LW03N4,21.9,0,1,21.9,2026/1/21,2026/1/21,2026/1/22,,1S
79635,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250812_3,NANS-L1C-G2391,7.4,0,1,7.4,2026/1/21,2026/1/21,2026/1/22,,1S
79636,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250361_9,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/21,2026/1/21,2026/1/22,,1S
79637,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V250241_6,XY-BWSCIXXN1L6,42.1,0,1,42.1,2026/1/21,2026/1/21,2026/1/22,,1S
79638,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249091_1,NND-N2NS-W7906111,18.6,0,1,18.6,2026/1/14,2026/1/14,2026/1/15,,1S
79639,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249231_8,XYB-BWSCS18MN1F,10.2,0,1,10.2,2026/1/21,2026/1/21,2026/1/22,,1S
79640,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249171_4,XYA-BWSCEC,1.5,0,10,1.5,2026/1/21,2026/1/21,2026/1/22,,1S
79641,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249151_7,XY-BWSCOXXN193,7,0,1,7,2026/1/21,2026/1/21,2026/1/22,,1S
79642,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V249151_5,XY-BWSCOXXN193,7,0,1,7,2026/1/21,2026/1/21,2026/1/22,,1S
79643,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V239432_1,MFR-1L-W31LP111,4.5,0,1,4.5,2026/1/21,2026/1/21,2026/1/22,,1S
79644,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V238281_3,XYR-BWSS12F*,5.2,0,2,10.4,2026/1/21,2026/1/21,2026/1/22,,1S
79645,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230201_5,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/21,2026/1/21,2026/1/22,,1S
79646,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230191_9,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/21,2026/1/21,2026/1/22,,1S
79647,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248801_7,XYB-BWSSS15MN1F,9.2,0,1,9.2,2026/1/14,2026/1/14,2026/1/15,,1S
79648,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247141_7,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/14,2026/1/14,2026/1/15,,1S
79649,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246661_2,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/14,2026/1/14,2026/1/15,,1S
79650,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246392_2,MG-55TW35NN,5.1,0,1,5.1,2026/1/14,2026/1/14,2026/1/15,,1S
79651,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246251_5,XY-BWSCOXXN1C2,7,0,1,7,2026/1/14,2026/1/14,2026/1/15,,1S
79652,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244701_7,CE-55W03H1N13,14.1,0,1,14.1,2026/1/14,2026/1/14,2026/1/15,,1S
79653,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244701_3,CE-55W03H1N13,14.1,0,1,14.1,2026/1/14,2026/1/14,2026/1/15,,1S
79654,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244701_2,CE-55W03H1N13,14.1,0,1,14.1,2026/1/14,2026/1/14,2026/1/15,,1S
79655,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244701_1,CE-55W03H1N13,14.1,0,1,14.1,2026/1/14,2026/1/14,2026/1/15,,1S
79656,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228731_3,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/21,2026/1/21,2026/1/22,,1S
79657,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V239512_2,MG-220LW05N3,32.6,0,1,32.6,2026/1/14,2026/1/14,2026/1/15,,1S
79658,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V238281_6,XYS-BWSSS12F*,5.6,0,2,11.2,2026/1/14,2026/1/14,2026/1/15,,1S
79659,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228711_1,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/14,2026/1/14,2026/1/15,,1S
79660,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209302_9,XYR-BWSS15K9C2F,6.5,0,1,6.5,2026/1/14,2026/1/14,2026/1/15,,1S
79661,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209102_4,NANS-L1C-G2E21,7.4,0,1,7.4,2026/1/14,2026/1/14,2026/1/15,,1S
79662,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209051_1,NANS-L1C-G2391,7.4,0,1,7.4,2026/1/14,2026/1/14,2026/1/15,,1S
79663,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V206292_9,CE-55W03H1N13,14.1,0,1,14.1,2026/1/14,2026/1/14,2026/1/15,,1S
79664,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V248761_4,NANS-L1C-1*,,0,1,0,2026/1/13,2026/1/13,2026/1/14,,1S
79665,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V247091_8,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
79666,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246402_6,XYS-BWSCS18F*,7.4,0,2,14.8,2026/1/13,2026/1/13,2026/1/14,,1S
79667,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246402_5,XYS-BWSCS18F*,7.4,0,2,14.8,2026/1/13,2026/1/13,2026/1/14,,1S
79668,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V246291_2,MGE-220D3RW05NN,10.9,0,1,10.9,2026/1/13,2026/1/13,2026/1/14,,1S
79669,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244681_2,XYR-BWSS12K912F,5.2,0,1,5.2,2026/1/13,2026/1/13,2026/1/14,,1S
79670,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244671_6,XYW-BWSS18K912F,4,0,1,4,2026/1/13,2026/1/13,2026/1/14,,1S
79671,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244641_2,XYB-BWSSS18MN1F,11,0,1,11,2026/1/13,2026/1/13,2026/1/14,,1S
79672,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V242711_4,NTKGH-R1412-MT12,21.6,0,1,21.6,2026/1/16,2026/1/16,2026/1/19,,1S
79673,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244601_5,NTKGH-R1407-MT12,13.7,0,1,13.7,2026/1/13,2026/1/13,2026/1/14,,1S
79674,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244601_1,NTKGH-R1407-MT12,13.7,0,1,13.7,2026/1/13,2026/1/13,2026/1/14,,1S
79675,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V244241_2,XYB-BWSCS15MG8F,8.6,0,1,8.6,2026/1/13,2026/1/13,2026/1/14,,1S
79676,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V243891_7,NTKGH-R1812-MT12,27.7,0,1,27.7,2026/1/13,2026/1/13,2026/1/14,,1S
79677,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241511_3,XYB-BWSSS18MN1F,11,0,1,11,2026/1/13,2026/1/13,2026/1/14,,1S
79678,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V241511_2,XYB-BWSSS18MN1F,11,0,1,11,2026/1/13,2026/1/13,2026/1/14,,1S
79679,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V240511_5,XYB-BWSSS18MV3F,11,0,1,11,2026/1/13,2026/1/13,2026/1/14,,1S
79680,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228701_7,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/13,2026/1/13,2026/1/14,,1S
79681,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209441_1,XYS-BWSSS18K9C2F,8.3,0,1,8.3,2026/1/13,2026/1/13,2026/1/14,,1S
79682,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230141_6,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
79683,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V230131_1,NAN-S1C-G2E21,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
79684,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V228701_5,NAN-S1C-G2M11,3.6,0,1,3.6,2026/1/16,2026/1/16,2026/1/19,,1S
79685,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209151_8,NANS-L1C-G2Q61,7.4,0,1,7.4,2026/1/16,2026/1/16,2026/1/19,,1S
79686,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209421_4,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
79687,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209411_7,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
79688,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209411_1,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
79689,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209401_4,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
79690,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209391_6,XYS-BWSSS15K9C2F,7,0,1,7,2026/1/13,2026/1/13,2026/1/14,,1S
79691,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209381_6,XYS-BWSSS12K9C2F,5.6,0,1,5.6,2026/1/13,2026/1/13,2026/1/14,,1S
79692,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209381_4,XYS-BWSSS12K9C2F,5.6,0,1,5.6,2026/1/13,2026/1/13,2026/1/14,,1S
79693,冨士ファニチア㈱,㈱ｺｸﾖﾛｼﾞﾃﾑ 滋賀配送ｾﾝﾀｰ,V209381_3,XYS-BWSSS12K9C2F,5.6,0,1,5.6,2026/1/13,2026/1/13,2026/1/14,,1S
